
[br01 BR New London 3.600000]
<跳跃>
BR Manchester: 3G (2.1, 1.4) (79978, -52343) jumpgate 
Rh03_05: 7D (1.9, 1.2) (-32562, 87865) space_police01 
Rh03_06: 4F (2.1, 2.3) (60215, -16859) depot 
Rh03_07: 3E (2.9, 2.1) (19864, -38660) r_battleship 
Rh03_suprise_rh_fighter_1: 6D (1.3, 1.4) (-28557, 42245) suprise_rh_fighter 
Rh03_suprise_rh_fighter_2: 6D (1.2, 1.5) (-27468, 40234) suprise_rh_fighter 
Rh03_suprise_ge_armored_1: 5F (1.6, 2.5) (62235, 11231) suprise_ge_armored 
Rh03_suprise_bw_elite_1: 6C (1.9, 2.1) (-51484, 52389) suprise_bw_elite 
Rh03_suprise_transport_1: 4G (1.9, 1.3) (77324, -19531) suprise_transport 

[rh04 RH Frankfurt 1.150000]
<跳跃>
RH Luneburg (Bundschuh): 0E (1.9, 2.3) (7343, -63557) jumphole 
BW Sigma-13: -3E (2.3, 1.2) (1230, -96100) jumpgate 
RH New Berlin: 9? (1.8, 1.1) (-79951, 50786) jumpgate 
RH Munich: 4H (1.3, 2.0) (40000, -10000) jumpgate 
BW Sigma-13: 0H (2.2, 2.1) (41000, -62000) jumphole 
RH Dresden: 11C (1.1, 1.5) (-19975, 69807) jumphole 
RH Munich: 1F (2.4, 1.7) (15611, -38150) jumphole 
RH Bremen: 5= (2.9, 1.6) (-100166, 10968) jumphole 
<基地>
Rh04_Sun: 5E (1.0, 1.0) (0, 0) sun_2000 
Rh04_01_planet: 2D (1.2, 1.3) (-9515, -33063) planet_watblucld_3000 
Rh04_Munich: 8B (1.1, 1.6) (-31136, 35210) planet_gasblucld_5000 
Rh04_moon_Stulingen: 2C (2.1, 1.7) (-19183, -28134) planet_moonblu_1000 
Rh04_ast_solar_ice_60_1: 10C (2.9, 1.5) (-20002, 68695) ast_solar_ice_60 
Rh04_01_dock_ring: 2D (1.8, 1.5) (-8488, -30074) dock_ring 
Rh04_01_docking_fixture: 2D (1.8, 1.5) (-8469, -30025) docking_fixture 
Rh04_02: 2C (2.2, 2.0) (-17000, -27534) outpost 
Rh04_03: 7A (2.4, 2.8) (-35802, 31053) space_mining01 
Rh04_space_tankl4x4_1: 7A (2.4, 2.8) (-35393, 31176) space_tankl4x4 
Rh04_space_tankl4x4_2: 7A (2.5, 2.8) (-35678, 31460) space_tankl4x4 
Rh04_space_tankl4x4_3: 7A (2.5, 2.9) (-35220, 31358) space_tankl4x4 
Rh04_space_tankl4x4_4: 7A (2.5, 2.8) (-35501, 31638) space_tankl4x4 
Rh04_04: -3E (2.5, 1.1) (691, -94739) space_police01 
Rh04_05: 1H (2.1, 2.0) (40328, -39536) miningbase_mineableB 
Rh04_space_tanksx4_01: 1H (2.1, 2.0) (40328, -39536) space_tanksx4 
Rh04_06: 1B (2.7, 1.7) (-30241, -47949) r_battleship 
Rh04_07: 1B (1.2, 2.1) (-28091, -44705) space_police01 
Rh04_07_shipyard_2x_01: 1B (1.4, 2.0) (-28991, -43705) shipyard_2x 
Rh04_07_shipyard_2x_02: 1B (1.4, 2.0) (-28991, -43705) shipyard_2x 
Rh04_07_space_research_02: 1B (1.2, 2.0) (-28991, -44705) space_research 
Rh04_07_space_industrial_01: 1B (1.3, 2.0) (-28991, -44455) space_industrial 
Rh04_07_space_habitat_wide_01: 1B (1.3, 1.9) (-29086, -44455) space_habitat_wide 
Rh04_07_space_habitat_wide_02: 1B (1.3, 2.0) (-28896, -44455) space_habitat_wide 
Rh04_07_space_habitat_wide_03: 1B (1.3, 2.0) (-28896, -44455) space_habitat_wide 
Rh04_07_space_habitat_wide_04: 1B (1.3, 1.9) (-29086, -44455) space_habitat_wide 
Rh04_07_space_habitat_wide_05: 1B (1.2, 2.1) (-28021, -44645) space_habitat_wide 
Rh04_07_space_habitat_wide_06: 1B (1.2, 2.1) (-28161, -44765) space_habitat_wide 
Rh04_07_space_habitat_tall_01: 1B (1.2, 2.1) (-28161, -44765) space_habitat_tall 
Rh04_07_space_research_01: 1B (1.2, 2.1) (-28091, -44705) space_research 
Rh04_07_dsy_industrial_tank_x6_01: 1B (1.3, 1.8) (-29891, -44535) dsy_industrial_tank_x6 
Rh04_07_dsy_industrial_tank_x6_02: 1B (1.2, 1.8) (-29891, -44875) dsy_industrial_tank_x6 
Rh04_07_mplatform_01: 1B (1.2, 1.8) (-30181, -44705) mplatform 
Rh04_07_space_industrial_02: 1B (1.2, 2.1) (-28091, -44705) space_industrial 
Rh04_07_dsy_spaceport_01: 1B (1.2, 2.1) (-28091, -44705) dsy_spaceport 
Rh04_07b: 1B (2.9, 2.2) (-27605, -46309) dsy_fightermoor_schatten 
Rh04_07b_dsy_industrial_tank_x2_01: 1B (1.0, 2.2) (-27781, -45909) dsy_industrial_tank_x2 
Rh04_07b_dsy_industrial_tank_x2_02: 1B (2.9, 2.2) (-27781, -46309) dsy_industrial_tank_x2 
Rh04_07b_dsy_industrial_tank_x2_03: 1B (2.9, 2.2) (-27781, -46709) dsy_industrial_tank_x2 
Rh04_07b_shipyard_01: 1B (1.0, 2.2) (-27591, -45909) shipyard 
Rh04_07b_shipyard_02: 1B (2.9, 2.2) (-27591, -46309) shipyard 
Rh04_07b_shipyard_03: 1B (2.9, 2.2) (-27591, -46709) shipyard 
Rh04_07b_space_research_01: 1B (2.8, 2.2) (-27591, -47205) space_research 
Rh04_07b_space_habitat_wide_01: 1B (1.1, 2.2) (-27591, -45405) space_habitat_wide 
Rh04_07b_space_habitat_wide_01: 1B (1.1, 2.2) (-27591, -45405) space_habitat_tall 
Rh04_07b_space_industrial_01: 1B (1.1, 2.3) (-27046, -45405) space_industrial 
Rh04_07b_space_tanks4x4_01: 1B (1.1, 2.3) (-27046, -45270) space_tanks4x4 
Rh04_07b_space_tanks4x4_02: 1B (1.1, 2.3) (-27046, -45540) space_tanks4x4 
EW63_03: -1G (1.6, 2.6) (32000, -77000) depot 
Rh04_m10_buoy_1: 1B (1.0, 1.4) (-32471, -45935) m10_buoy 
Rh04_m10_buoy_2: 1B (1.0, 1.2) (-33073, -45957) m10_buoy 
Rh04_m10_buoy_3: 1B (2.9, 1.2) (-33304, -46332) m10_buoy 
Rh04_m10_buoy_4: 1B (2.9, 1.2) (-33415, -46823) m10_buoy 
Rh04_m10_buoy_5: 1B (2.8, 1.2) (-33600, -47293) m10_buoy 
Rh04_m10_buoy_6: 1B (2.7, 1.1) (-34079, -47444) m10_buoy 
Rh04_m10_buoy_7: 1A (2.8, 3.0) (-34673, -47229) m10_buoy 
Rh04_m10_buoy_8: 1A (2.8, 2.9) (-34970, -46876) m10_buoy 
Rh04_m10_buoy_9: 1A (2.9, 2.8) (-35584, -46653) m10_buoy 
Rh04_m10_buoy_10: 1A (2.9, 2.7) (-36025, -46812) m10_buoy 
Rh04_m10_buoy_11: 1A (2.9, 2.6) (-36659, -46716) m10_buoy 
Rh04_m10_buoy_12: 1C (1.1, 1.0) (-22990, -45490) m10_buoy 
Rh04_m10_buoy_13: 1B (1.1, 2.9) (-23491, -45522) m10_buoy 
Rh04_m10_buoy_14: 1B (1.1, 2.8) (-24023, -45284) m10_buoy 
Rh04_m10_buoy_15: 1B (1.1, 2.7) (-24629, -45618) m10_buoy 
Rh04_m10_buoy_16: 1B (1.1, 2.6) (-25332, -45299) m10_buoy 
Rh04_m10_buoy_17: 1B (1.1, 2.5) (-26013, -45464) m10_buoy 
Rh04_m10_buoy_18: 1B (1.1, 3.0) (-23235, -45548) m10_buoy 
Rh04_m10_buoy_19: 1B (1.1, 2.9) (-23738, -45437) m10_buoy 
Rh04_m10_buoy_20: 1B (1.1, 2.8) (-24329, -45505) m10_buoy 
Rh04_m10_buoy_21: 1B (1.1, 2.7) (-24951, -45421) m10_buoy 
Rh04_m10_buoy_22: 1B (1.1, 2.5) (-25688, -45356) m10_buoy 
RH11_01: 6F (1.6, 2.1) (18000, 14700) miningbase_mineableA 
IW07_02: 12B (2.5, 1.1) (-33965, 89349) depot 

[rh05 RH Dresden 2.000000]
<跳跃>
RH New Berlin: 3E (1.2, 1.8) (8017, -37622) jumpgate 
BW Omega-11: 5C (2.7, 2.1) (-29019, 17200) jumphole 
BW Omega-54 (Red Hessians): 4C (1.0, 2.8) (-22019, -19900) jumphole_orange 
RH New Berlin: 3D (2.3, 1.0) (-19726, -27448) jumphole_orange 
RH Stuttgart: 4C (2.4, 1.8) (-32019, -5900) jumphole_orange 
RH Frankfurt: 4F (2.2, 2.9) (39455, -8000) jumphole_orange 
BW Omega-55 (The Wild): 7D (1.5, 2.5) (-4600, 45467) jumphole_orange 
<基地>
Rh05_Sun: 5E (1.0, 1.0) (0, 0) sun_1000 
Rh05_01: 5D (2.9, 1.0) (-19632, 19483) space_shipping01 
Rh05_mplatform_3: 5C (2.9, 2.9) (-20505, 18990) mplatform 
Rh05_space_industrial02_2: 5C (2.9, 3.0) (-20274, 18990) space_industrial02 
Rh05_02: 4F (2.4, 1.0) (20474, -6301) space_mining01 
Rh05_space_tankl2_1: 4F (2.4, 1.1) (21101, -6166) space_tankl2 
Rh05_space_tankl2_2: 4F (2.4, 1.1) (20850, -6166) space_tankl2 
Rh05_space_tankl2_3: 4F (2.4, 1.1) (20850, -6436) space_tankl2 
Rh05_space_tankl2_4: 4F (2.4, 1.1) (21101, -6436) space_tankl2 
Rh05_04: 3D (2.6, 1.5) (-14917, -23680) co_base_rock_large02 
Rh05_wplatform_rock2_1: 3D (2.5, 1.7) (-13108, -24529) wplatform_rock2 
Rh05_wplatform_rock2_2: 3D (2.8, 1.6) (-13841, -22370) wplatform_rock2 
Rh05_wplatform_rock2_3: 3D (2.7, 1.3) (-17025, -22975) wplatform_rock2 
Rh05_05: 3D (2.0, 2.6) (-4000, -30130) r_battleship 
Rh05_ast_lava02_largeA_1: 4F (3.0, 2.9) (38677, -160) ast_lava02_largeA 
Rh05_ast_lava02_largeA_2: 4F (2.6, 2.0) (30140, -3758) ast_lava02_largeA 
Rh05_ast_lava02_largeB_1: 4F (2.8, 2.5) (34721, -1613) ast_lava02_largeB 
Rh05_ast_lava02_largeB_2: 5F (1.7, 2.3) (32601, 7148) ast_lava02_largeB 
Rh05_Roid_Miner_1: 5F (1.7, 2.9) (39059, 6553) Roid_Miner 
Rh05_ast_solar_lava02_60_1: 5F (1.6, 2.9) (39172, 6459) ast_solar_lava02_60 
Rh05_Roid_Miner_2: 5G (1.8, 1.0) (40436, 8325) Roid_Miner 
Rh05_ast_solar_lava02_60_2: 5G (1.8, 1.1) (40566, 8384) ast_solar_lava02_60 
Rh05_Roid_Miner_3: 5F (1.9, 2.7) (37422, 9423) Roid_Miner 
Rh05_ast_solar_lava02_60_3: 5F (2.0, 2.7) (37424, 9559) ast_solar_lava02_60 
Rh05_ast_mineable_largeA_1: 5C (1.5, 2.5) (-24916, 5177) ast_mineable_largeA 
Rh05_ast_mineable_largeB_1: 5D (1.5, 1.3) (-17019, 5189) ast_mineable_largeB 
Rh05_nav_buoy_1: 5C (2.7, 3.0) (-20045, 16604) nav_buoy 
Rh05_nav_buoy_2: 5C (2.6, 3.0) (-20168, 15611) nav_buoy 
Rh05_nav_buoy_4: 5C (2.4, 3.0) (-20414, 13626) nav_buoy 
Rh05_nav_buoy_6: 5C (2.2, 2.9) (-20659, 11642) nav_buoy 
Rh05_nav_buoy_8: 5C (2.0, 2.9) (-20905, 9657) nav_buoy 
Rh05_Roid_Miner_4: 5C (1.8, 2.8) (-21772, 8118) Roid_Miner 
Rh05_ast_solar_mineable_60_3: 5C (1.8, 2.8) (-21829, 7974) ast_solar_mineable_60 
Rh05_suprise_rh_freighter_1: 3D (1.9, 2.4) (-6314, -31379) suprise_rh_freighter 

[rh06 RH Munich 2.500000]
<跳跃>
RH Frankfurt: 6D (2.4, 2.6) (-4500, 42000) jumpgate 
RH Frankfurt: 5C (2.5, 1.7) (-41563, 19231) jumphole 
RH Luneburg (Bundschuh): 4C (1.8, 2.4) (-32400, -15000) jumphole_orange 
HI Omicron-94: 3F (1.7, 2.0) (37367, -41594) jumphole 
<基地>
BW11_01: 3F (3.0, 1.2) (27000, -25500) r_battleship 
RH06_Sun1: 4E (2.5, 1.6) (8000, -6500) sun_2000 
RH06_Sun2: 6D (1.4, 1.0) (-25000, 30000) sun_1000 
RH06_planet_1: 4F (2.1, 1.6) (32000, -11500) planet_earthgrnice_3000 
RH06_planet_2: 4F (2.6, 1.8) (35000, -5500) planet_crater_800 
RH06_planet_3: 4C (2.6, 2.4) (-32400, -5500) planet_gasicecld_2000 
RH06_planet_4: 5E (2.5, 2.8) (22000, 18500) planet_desored_1500 
RH06_01: 4C (2.9, 2.5) (-31000, -1500) largestation1_old 
RH06_02: 4D (2.6, 1.8) (-15500, -5000) space_shipping01 
RH06_space_solar_plant_01: 4D (2.5, 1.8) (-15400, -5800) space_solar_plant 
RH06_mplatform_01: 4D (2.6, 1.7) (-16380, -5500) mplatform 
RH06_space_industrial_01: 4D (2.6, 1.7) (-15821, -5556) space_industrial 
RH06_space_industrial_02: 4D (2.6, 1.7) (-16266, -5300) space_industrial 
RH06_space_industrial_21: 4D (2.5, 1.8) (-15400, -5800) space_industrial 
RH06_space_habitat_tall_01: 4D (2.6, 1.7) (-15821, -5556) space_habitat_tall 
RH06_space_habitat_tall_02: 4D (2.6, 1.7) (-16266, -5300) space_habitat_tall 
RH06_space_habitat_tall_03: 4D (2.6, 1.7) (-16266, -5300) space_habitat_tall 
RH06_space_tankl4x4_01: 4D (2.5, 1.7) (-15915, -5725) space_tankl4x4 
RH06_space_dome_01: 4D (2.6, 1.7) (-16084, -4985) space_dome 
RH06_03: 5E (2.2, 2.0) (12000, 14500) depot 
RH06_04: 3D (2.5, 2.1) (-11000, -31000) miningbase_FragC 
RH06_05_dock_ring: 4F (2.2, 1.3) (29300, -9700) dock_ring 
RH06_05_docking_fixture: 4F (2.2, 1.3) (29300, -9700) docking_fixture 
RH06_06: 4F (2.2, 1.2) (27000, -9500) outpost 
RH06_07: 6C (1.3, 2.0) (-37294, 28238) miningbase_mineableA 
RH06_08: 5E (2.3, 2.6) (20500, 16000) space_factory02 
rh06_08_space_tankl4x4_1: 5E (2.3, 2.6) (20500, 16000) space_tanks4x4 
rh06_08_mplatform_2: 5E (2.3, 2.6) (19970, 16494) mplatform 
rh06_08_solarpanel: 5E (2.3, 2.7) (21350, 16494) space_solar_plant 
rh06_08_space_industrial01_1: 5E (2.3, 2.7) (21350, 16494) space_industrial01 
RH06_Roid_Miner_1: 3E (2.8, 2.4) (17000, -28000) Roid_Miner 
RH06_ast_solar_mineable_1: 3E (2.7, 2.4) (16925, -28145) ast_solar_mineable_60 
RH06_Roid_Miner_2: 3E (2.8, 2.0) (13000, -28000) Roid_Miner 
RH06_ast_solar_mineable_2: 3E (2.8, 2.0) (12850, -28005) ast_solar_mineable_60 
RH06_Roid_Miner_3: 5D (2.6, 1.9) (-14000, 20000) Roid_Miner 
RH06_ast_solar_mineable_3: 5D (2.6, 1.9) (-14110, 20090) ast_solar_mineable_60 
GA06_06_comsat: 4F (2.0, 1.8) (35180, -12282) dsy_comsat_planetdock 
GA06_06_planet: 4F (2.0, 1.6) (32000, -11891) fuchu_core 
RH06_suprise_bh_elite2_01: 6E (1.9, 2.8) (22000, 36000) suprise_bh_elite2 

[rh07 RH Koeln 2.200000]
<跳跃>
RH Stuttgart: 6F (2.5, 2.6) (39931, 38008) jumpgate 
RH Hamburg: 3E (1.9, 1.8) (9266, -34261) jumphole_orange 
RH Stuttgart: 5C (2.8, 2.1) (-32061, 19570) jumphole_orange 
BW Omega-54 (Red Hessians): 7F (1.1, 1.7) (30000, 45000) jumphole_orange 
<基地>
RH07_Sun1: 4D (1.8, 1.8) (-13000, -13000) sun_2000 
RH07_planet_1: 5E (2.9, 1.0) (0, 20727) dsy_planet_descrater_4000 
RH07_planet_2: 6C (1.7, 2.8) (-24000, 29500) planet_crater_1000 
RH07_Trade_Lane_Ring_Construct_A_02: 5E (2.4, 2.4) (15700, 15200) Trade_Lane_Ring_Construct_A 
RH07_Trade_Lane_Ring_Construct_A_01: 5E (1.9, 1.9) (10000, 10000) Trade_Lane_Ring_Construct_A 
RH07_buoy_lane1_1: 5E (2.1, 2.2) (12800, 12500) nav_buoy 
RH07_buoy_lane1_2: 5E (2.6, 2.7) (18500, 17700) nav_buoy 
Object: 4C (2.4, 1.4) (-40127, -6186) space_dome 
Object: 4C (2.5, 1.3) (-40436, -5722) space_industrial 
Object: 4C (2.5, 1.4) (-39939, -5738) space_habitat_tall 
BW11_03: 4C (2.5, 1.4) (-40008, -5922) outpost 
RH07_01: 5E (1.8, 1.7) (7803, 9022) space_shipping01 
RH07_01_mplatform_01: 5E (1.9, 1.7) (7747, 9857) mplatform 
RH07_01_space_industrial_01: 5E (1.9, 1.7) (7902, 9832) space_industrial 
RH07_01_space_tankl4x4_01: 5E (1.9, 1.7) (8085, 9649) space_tankl4x4 
RH07_01_space_tankl2x2_01: 5E (1.9, 1.7) (8085, 9649) space_tankl2x2 
RH07_01_space_tankl2x2_02: 5E (1.9, 1.6) (6803, 10022) space_tankl2x2 
RH07_01_space_tankl2x2_03: 5E (1.9, 1.6) (6603, 9922) space_tankl2x2 
RH07_01_space_solar_plant_1: 5E (1.8, 1.7) (7303, 8522) space_solar_plant 
RH07_01_space_habitat_wide_1: 5E (1.8, 1.7) (7378, 8597) space_habitat_wide 
RH07_depot_toxic_waste_1: 5E (1.8, 1.6) (6573, 9242) depot_toxic_waste 
RH07_depot_toxic_waste_2: 5E (1.8, 1.6) (6315, 9162) depot_toxic_waste 
RH07_depot_toxic_waste_3: 5E (1.9, 1.6) (6455, 9381) depot_toxic_waste 
RH07_02_space_tanks_3dmg_02: 6D (1.8, 1.0) (-21459, 30900) space_tanksx4 
RH07_02_space_habitat_tall_1: 6D (1.8, 1.0) (-21459, 30420) space_habitat_tall 
RH07_02_space_industrial_1: 6D (1.8, 1.0) (-21459, 30900) space_industrial 
RH07_02_space_tanks_01: 6D (1.8, 1.0) (-21459, 30420) space_tanks4 
RH07_comsat_01: 6D (1.9, 1.0) (-21959, 31420) com_sat 
RH07_gas_collector_01: 6D (1.6, 1.2) (-20059, 28220) gas_collector 
RH07_nav_buoy_1: 6D (1.7, 1.1) (-20615, 29408) nav_buoy 
RH07_nav_buoy_2: 6D (1.9, 1.2) (-19989, 31913) nav_buoy 
RH07_nav_buoy_3: 6C (1.9, 3.0) (-22296, 32044) nav_buoy 
RH07_03: 3E (2.5, 2.2) (13412, -27799) fc_rh_cruiser 
Rh07_depot_2: 3E (2.5, 2.2) (13742, -27699) depot_basic_alloys 
RH07_03_base_buoy: 3E (2.5, 2.2) (13727, -27749) nav_buoy 
RH07_04: 6F (2.3, 2.6) (40000, 36500) space_police01 
RH07_05: 3C (2.1, 1.4) (-40000, -32000) miningbase_mineableB 
RH11_planet_1: 5B (1.1, 3.0) (-44008, 1122) planet_rckbrn_1000 
EW12_01: 5E (2.5, 2.0) (10731, 16698) miningbase_small_rock 

[rh08 RH Bremen 2.000000]
<跳跃>
LI New Hampshire: 3E (2.5, 1.6) (6000, -25000) jumphole 
RH Hamburg: 5D (2.9, 1.0) (-20000, 19000) jumphole 
RH Frankfurt: 6F (1.8, 1.1) (21000, 28000) jumphole_light 
<基地>
RH08_Sun1: 5E (1.0, 1.0) (0, 0) sun_2000 
RH08_planet_1: 6D (2.0, 2.0) (-10000, 30000) planet_gasblucld_1000 
RH08_planet_2: 6C (1.1, 2.6) (-24000, 21000) planet_desert_600 
RH08_planet_3: 5C (2.5, 2.4) (-26000, 15000) planet_icemntcld_2500 
RH08_planet_4: 3C (2.7, 2.2) (-27692, -22616) planet_desert_2000 
RH12_01: 6C (1.0, 2.0) (-30000, 20000) space_police01 
RH08_01: 4D (1.1, 2.4) (-6435, -18775) r_battleship 
RH08_02: 6E (1.4, 2.8) (18000, 24000) miningbase_small_rock 
RH08_03: 3C (2.3, 1.8) (-32128, -26979) space_factory01 
RH08_space_dome_01: 3C (2.3, 1.8) (-31675, -26734) space_dome 
RH08_space_habitat_wide_01: 3C (2.3, 1.8) (-31601, -26808) space_habitat_wide 
RH08_space_solar_pnl_01: 3C (2.3, 1.8) (-31675, -26734) space_solar_pnl 
RH08_suprise_bw_elite_01: 6F (1.8, 1.7) (27295, 28430) suprise_bw_elite 
RH08_suprise_li_elite_01: 6E (2.5, 2.3) (13191, 34870) suprise_li_elite 
RH08_suprise_li_elite_02: 4C (1.2, 2.7) (-22894, -17911) suprise_li_elite 
RH08_suprise_li_elite_03: 3C (2.1, 2.4) (-25514, -29121) suprise_li_elite 
RH08_suprise_li_elite_04: 4D (2.7, 1.2) (-18031, -2569) suprise_li_elite 
RH08_suprise_rh_elite_01: 4D (1.4, 1.8) (-11680, -15575) suprise_rh_elite 
RH08_suprise_rh_elite_02: 3D (2.5, 2.6) (-4285, -25382) suprise_rh_elite 

[rh09 RH Luneburg (Bundschuh) 2.000000]
<跳跃>
RH Munich: 5F (2.8, 2.2) (32000, 17600) jumphole_orange 
RH Frankfurt: 6E (1.1, 1.2) (1983, 21120) jumphole_orange 
BW Omega-56 (BHG): 3E (2.4, 2.8) (17700, -25800) jumphole_orange 
LI Ellesmere (LSF): 4C (1.0, 1.8) (-32000, -20000) jumphole_light 
<基地>
EW85_01: 5E (1.4, 1.6) (6500, 3500) space_freeport01 
EW85_freeport7_space_dome_01: 5E (1.4, 1.6) (5953, 3500) freeport7_space_dome 
EW85_freeport7_space_dome_02: 5E (1.4, 1.7) (7028, 3500) freeport7_space_dome 
RH09_Sun1: 4E (1.5, 1.9) (9000, -15000) sun_2000 
RH09_Sun2: 4F (2.1, 1.7) (27000, -8600) sun_2000 
RH09_planet_1: 4H (2.4, 1.0) (60000, -6500) planet_moonblu_2000 
RH09_planet_2: 6C (1.9, 1.1) (-38775, 29409) planet_gasorgcld_5000 
RH09_01: 6F (2.8, 2.2) (31660, 38339) depot 
RH09_Planet_3: 4F (1.1, 1.4) (24200, -18600) planet_mercury_200 
RH10_01: 6C (1.2, 1.0) (-39627, 22061) outpost 
IW07_01: 6C (1.3, 1.4) (-35644, 22685) planet_rckmnt_1500 
RH09_dock_ring_1: 6C (1.3, 1.6) (-34006, 22677) dock_ring 
RH09_docking_fixture_1: 6C (1.3, 1.6) (-34006, 22677) docking_fixture 

[rh10 RH Braunschweig (RH Military) 2.000000]
<跳跃>
LI New Hampshire: 2C (2.9, 2.2) (-27947, -41436) jumphole 
<基地>
RH10_Sun1: 4D (3.0, 2.9) (-631, -315) sun_2000 
RH10_planet_1: 5E (2.3, 2.1) (11082, 12675) planet_mercury_800 
RH10_planet_2: 5G (2.3, 1.6) (45558, 12951) planet_desored_2000 
RH10_planet_3: 4F (2.5, 1.7) (26735, -5457) planet_icemoon_2000 
RH10_rh_battleship_debris_rear_1: 5E (2.1, 2.2) (12215, 11060) rh_battleship_debris_rear 
RH10_training_entrancebuoy_1: 6F (1.3, 1.1) (20572, 22590) nav_buoy 
RH10_libbase: 2F (1.8, 1.2) (22500, -52500) dsy_static_assaultfrigate 
RH10_training_rallybuoy_1: 6F (1.8, 1.6) (25729, 27897) nav_buoy 
RH10_training_minebuoy_1: 6E (2.4, 2.5) (14754, 33655) nav_buoy 
RH10_training_radbuoy_1: 6F (1.6, 2.4) (33754, 25655) nav_buoy 
RH10_westmission_buoy_1: 6C (1.6, 2.8) (-22000, 26000) nav_buoy 
rh10_debris_large01_1: 6C (1.6, 2.8) (-22157, 26014) debris_large01 
RH10_westmission_buoy_2: 4C (2.0, 1.3) (-36632, -9900) nav_buoy 
rh10_debris_large01_2: 4C (2.0, 1.3) (-36732, -9717) debris_large01 

[rh11 RH Saar (LWB) 3.200000]
<跳跃>
BW Omega-54 (Red Hessians): 5E (2.2, 1.4) (7000, 19000) jumphole_orange 
<基地>
RH11_Sun1: 5E (1.0, 1.0) (0, 0) sun_2000 
BW11_planet_2: 4E (2.3, 1.6) (9748, -10850) planet_desert_800 
RH11_planet_3: 5D (2.6, 2.4) (-9220, 25985) planet_icemoon_1500 
BW46_ast_voelklingen_01: 5D (2.5, 1.6) (-21991, 23806) ast_mineable_largeB 
RH11_depot_food_1: 5D (2.5, 1.6) (-22500, 23600) depot_food 
RH11_depot_food_2: 5D (2.5, 1.6) (-22500, 23500) depot_food 
RH11_depot_food_3: 5D (2.5, 1.6) (-22500, 23700) depot_food 
RH11_depot_food_4: 5D (2.5, 1.6) (-22500, 23400) depot_food 
RH11_space_dome_01: 5D (1.6, 2.8) (-3150, 9891) space_dome 
RH11_space_dome_02: 5D (1.6, 2.8) (-3890, 9891) space_dome 
RH11_nav_buoy_1: 5D (2.4, 2.6) (-6873, 22129) nav_buoy 
RH11_nav_buoy_2: 5D (2.1, 2.7) (-5532, 16932) nav_buoy 
RH11_nav_buoy_3: 5D (1.8, 2.7) (-4358, 12070) nav_buoy 

[rh12 RH Halle (RH Police) 2.000000]
<跳跃>
0
<基地>
RH12_Sun1: 5E (1.0, 1.0) (0, 315) sun_2000 

[st01 ST Omicron Minor 1.500000]
<跳跃>
ST Omicron Iota: 3G (1.0, 1.0) (30000, -30000) nomad_gate 
ST Omicron Major: 2A (2.1, 2.0) (-52665, -36507) dsy_nomad_ancient_gate_broken_nodock01 
ST Omicron Delta: 5E (2.6, 2.7) (12882, 12328) jumphole_green 
ST Omicron Mu: 5C (1.5, 2.2) (-20852, 3678) jumphole_green 
BW Omega-56 (BHG): 6C (1.2, 2.4) (-19579, 16604) jumphole 
<基地>
St01_sun: 7A (2.9, 2.4) (-64424, 44597) sun_1000 
St01_planet_1: 6C (1.0, 1.6) (-25624, 15181) planet_rckdes_1000 
St01_planet_1_fx: 6C (1.0, 1.6) (-25624, 15181) volcanoplanet_fx 
ST01_freeport_wreck1: 5F (1.3, 1.3) (17256, 2300) ithaca_station 
ST01_freeport_debris1: 5F (1.3, 1.3) (17323, 2125) debris_med02 
ST01_freeport_debris2: 5F (1.3, 1.3) (17360, 2396) debris_med02 
ST01_freeport_debris3: 5F (1.3, 1.3) (16935, 2015) debris_med01 
ST01_freeport_debris4: 5F (1.3, 1.3) (17600, 2213) freeport7_space_dome 
ST01_suprise_freeport_wreck1: 5F (1.2, 1.3) (17490, 1423) suprise_transport 
ST01_suprise_freeport_wreck2: 4F (3.0, 1.5) (18618, -52) suprise_transport 
St01_Nomad_Lane2_1: 2A (2.6, 2.6) (-47705, -33034) dsy_nomad_lane_nodock 
St01_Nomad_Lane2_2: 3B (1.7, 2.2) (-36238, -25003) dsy_nomad_lane_nodock 
St01_Nomad_Lane2_3: 3C (2.7, 1.7) (-24769, -16974) dsy_nomad_lane_nodock 
St01_Nomad_Lane1_1: 3F (1.6, 2.4) (25171, -25171) dsy_nomad_lane_nodock 
St01_Nomad_Lane1_2: 3F (2.4, 1.6) (19514, -19514) dsy_nomad_lane_nodock 
St01_Nomad_Lane1_3: 4E (1.2, 2.8) (13857, -13857) dsy_nomad_lane_nodock 
St01_Nomad_Lane1_4: 4E (1.9, 2.1) (8200, -8200) dsy_nomad_lane_nodock 
St01_suprise_isis_wreck: 6C (1.0, 1.2) (-28564, 15335) surprise_or_isis 
St01_suprise_br_freighter_1: 3C (1.4, 1.8) (-23927, -26770) suprise_br_freighter 
St01_suprise_wreck_or_fighter_special_1: 4D (1.1, 2.7) (-2356, -14105) suprise_st01_or_fighter 
St01_suprise_wreck_or_fighter_special_2: 4D (1.2, 2.1) (-7083, -13327) suprise_st01_or_fighter 
St01_suprise_wreck_or_fighter_special_3: 3E (2.7, 1.1) (566, -17459) suprise_st01_or_fighter 
St01_suprise_wreck_or_fighter_special_4: 5C (2.5, 1.5) (-26255, 11138) suprise_st01_or_fighter 
